,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,time_stamp
0,1,Bitcoin,BTC,bitcoin,12290,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19910775.0,19910775.0,False,,1,,,,2025-08-24T09:47:00.000Z,114938.20711261705,51342924958.483116,-38.7674,0.17218484,-0.58408325,-2.9042099,-0.53308003,7.85090468,4.69580242,2288508780722.718,57.4652,2413702349364.96,,2025-08-24T09:47:00.000Z,,,,,,2025-08-24 15:18:17.387821
1,1027,Ethereum,ETH,ethereum,10467,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120707167.23569468,120707167.23569468,True,,2,,,,2025-08-24T09:46:00.000Z,4781.807696396858,27255960277.42651,-65.9364,0.18189733,1.11130851,5.37480872,29.22094999,97.72087954,86.75762686,577198461297.9075,14.4962,577198461297.91,,2025-08-24T09:46:00.000Z,,,,,,2025-08-24 15:18:17.387821
2,52,XRP,XRP,xrp,1681,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59482264023.0,99985819185.0,False,,3,,,,2025-08-24T09:47:00.000Z,3.032612314703101,3528598372.272053,-66.9881,-0.07136484,-0.34949951,-2.88379127,-2.69016935,39.21539969,29.42842968,180386646382.57104,4.5296,303261231470.31,,2025-08-24T09:47:00.000Z,,,,,,2025-08-24 15:18:17.387821
3,825,Tether USDt,USDT,tether,142530,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'zedxion-smart-chain-ecosystem']",,167150540381.15668,169734252949.74066,True,,4,,,,2025-08-24T09:46:00.000Z,0.9996016072237267,91135476237.2206,-52.4948,0.00671638,0.00585567,-0.09669903,-0.05794093,-0.09366408,-0.07708364,167083948813.31863,4.1963,169666632049.48,,2025-08-24T09:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-08-24 15:18:17.387821
4,1839,BNB,BNB,bnb,2679,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,139287368.04,139287368.04,False,,5,,,,2025-08-24T09:46:00.000Z,869.5795668833254,2281741147.986208,-38.3174,0.14959092,-2.86925001,0.96510269,13.04314732,35.2946058,29.23005487,121121449172.54153,3.0419,121121449172.54,,2025-08-24T09:46:00.000Z,,,,,,2025-08-24 15:18:17.387821
5,5426,Solana,SOL,solana,974,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,540438192.713994,608188449.0759488,True,,6,525236893.3,109457107419.83978,,2025-08-24T09:46:00.000Z,208.39569500180002,6829969725.275483,-49.6401,0.30287016,2.13586963,8.586551,15.85978598,43.40955483,17.70599687,112624992776.14952,2.8286,126743854537.25,,2025-08-24T09:46:00.000Z,,,,,,2025-08-24 15:18:17.387821
6,3408,USDC,USDC,usd-coin,30789,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem']",,67538626463.2894,67538626463.2894,False,,7,60901219650.23,60891362021.27538,,2025-08-24T09:46:00.000Z,0.9998381374131547,9609617153.048244,-60.8176,0.00604664,0.00139032,-0.01371876,-0.00943099,-0.017872,0.0058861,67527694486.49808,1.6959,67527694486.5,,2025-08-24T09:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-08-24 15:18:17.387821
7,74,Dogecoin,DOGE,dogecoin,1276,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,150649126383.70526,150649126383.70526,True,,8,,,,2025-08-24T09:46:00.000Z,0.23219448817478983,1645107026.2667403,-70.0128,-0.00577845,-2.49938191,-0.32335537,1.12709169,40.83136783,2.52842368,34979896794.64367,0.8785,34979896794.64,,2025-08-24T09:46:00.000Z,,,,,,2025-08-24 15:18:17.387821
8,1958,TRON,TRX,tron,1216,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94668937866.45955,94668940509.51117,True,,9,71659659264.0,26214780133.79362,,2025-08-24T09:47:00.000Z,0.36582339914869316,760149707.8883394,-54.6437,0.02432616,1.28494597,4.03350928,15.8450202,34.12121837,34.32797423,34632112644.10467,0.8696,34632113610.99,,2025-08-24T09:47:00.000Z,,,,,,2025-08-24 15:18:17.387821
9,2010,Cardano,ADA,cardano,1567,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35724891762.85982,44994674679.3984,False,,10,37997904336.0,34302211637.937164,,2025-08-24T09:46:00.000Z,0.9027395651775074,1033593326.7921755,-68.2869,-0.2083503,-1.7305313,-5.52504612,12.70166912,56.85797762,17.82934919,32250273256.01759,0.81,40623280432.99,,2025-08-24T09:46:00.000Z,,,,,,2025-08-24 15:18:17.387821
10,1975,Chainlink,LINK,chainlink,2069,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'robotics']",1000000000.0,678099970.4527867,1000000000.0,False,,11,,,,2025-08-24T09:46:00.000Z,25.488341412640885,1189049001.2898355,-65.5984,-0.83728446,-0.76403702,3.68001724,42.160173,91.66189836,61.21203703,17283643558.802322,0.4341,25488341412.64,,2025-08-24T09:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-08-24 15:18:17.387821
11,32196,Hyperliquid,HYPE,hyperliquid,135,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,12,333931719.0,14744692207.05067,,2025-08-24T09:47:00.000Z,44.154811801662575,140258251.13960522,-59.5532,0.50676238,1.32888427,-7.12598247,3.42873673,16.66978592,17.06946153,14744535943.171705,0.3702,44154811801.66,,2025-08-24T09:47:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-08-24 15:18:17.387821
12,20947,Sui,SUI,sui,749,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3511924479.5699987,10000000000.0,False,,13,3511924479.57,12958706345.884659,,2025-08-24T09:47:00.000Z,3.6899160051047915,789530800.1710422,-66.5409,0.26604784,-1.54774338,-3.26812619,-0.41143497,33.12514247,2.69227317,12958706345.884653,0.3254,36899160051.05,,2025-08-24T09:47:00.000Z,,,,,,2025-08-24 15:18:17.387821
13,512,Stellar,XLM,stellar,741,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31351104143.136314,50001786889.0645,False,,14,31531408660.0,12900006379.055092,,2025-08-24T09:47:00.000Z,0.4091160822579974,193138135.9112429,-65.6616,0.04055359,-1.07299385,-4.94033853,-2.69607925,68.18562189,41.9628626,12826240901.5024,0.3221,20456543308.75,,2025-08-24T09:47:00.000Z,,,,,,2025-08-24 15:18:17.387821
14,29470,Ethena USDe,USDe,ethena-usde,199,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem']",,12044545784.444096,12044545784.444096,True,,15,,,,2025-08-24T09:47:00.000Z,1.0002580576152094,193456585.49477923,-53.6578,0.00730118,-0.01050819,-0.08173651,-0.06992514,0.01970281,-0.03676975,12047653971.20551,0.3025,12047653971.21,,2025-08-24T09:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-08-24 15:18:17.387821
0,1,Bitcoin,BTC,bitcoin,12290,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19910775.0,19910775.0,False,,1,,,,2025-08-24T09:47:00.000Z,114938.20711261705,51342924958.483116,-38.7674,0.17218484,-0.58408325,-2.9042099,-0.53308003,7.85090468,4.69580242,2288508780722.718,57.4652,2413702349364.96,,2025-08-24T09:47:00.000Z,,,,,,2025-08-24 15:19:18.735091
1,1027,Ethereum,ETH,ethereum,10467,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120707167.23569468,120707167.23569468,True,,2,,,,2025-08-24T09:48:00.000Z,4782.396457629114,28097286613.377758,-65.3066,0.17051026,1.16292219,5.49985827,29.39686875,97.65086788,86.6413074,577269528998.4313,14.4954,577269528998.43,,2025-08-24T09:48:00.000Z,,,,,,2025-08-24 15:19:18.735091
2,52,XRP,XRP,xrp,1681,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59482264023.0,99985819185.0,False,,3,,,,2025-08-24T09:48:00.000Z,3.03241255889058,3528141954.0899453,-66.99,-0.07843268,-0.35238456,-2.90491474,-2.49326893,38.98942817,29.42394023,180374764454.5905,4.5293,303241255889.06,,2025-08-24T09:48:00.000Z,,,,,,2025-08-24 15:19:18.735091
3,825,Tether USDt,USDT,tether,142530,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'zedxion-smart-chain-ecosystem']",,167150540381.15668,169734252949.74066,True,,4,,,,2025-08-24T09:47:00.000Z,0.999559120501912,91080937452.5086,-52.5318,-0.01525131,0.00050716,-0.10301458,-0.08020399,-0.08706102,-0.06153058,167076847134.8083,4.1954,169659420597.49,,2025-08-24T09:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-08-24 15:19:18.735091
4,1839,BNB,BNB,bnb,2679,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,139287368.04,139287368.04,False,,5,,,,2025-08-24T09:47:00.000Z,869.541512273147,2281576205.5793567,-38.3104,0.15014287,-2.87135234,0.95399254,13.06149912,35.29048137,29.21337629,121116148646.04799,3.0413,121116148646.05,,2025-08-24T09:47:00.000Z,,,,,,2025-08-24 15:19:18.735091
5,5426,Solana,SOL,solana,974,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,540438192.713994,608188449.0759488,True,,6,525236893.3,109475287344.49199,,2025-08-24T09:47:00.000Z,208.43030781153237,6829117354.465463,-49.6476,0.32721037,2.15997085,8.59438935,15.9525858,43.43712406,17.71794288,112643698860.48602,2.8285,126764905648.32,,2025-08-24T09:47:00.000Z,,,,,,2025-08-24 15:19:18.735091
